question,answer,nhops,base_question,cypher,neo4j_response,evaluation,evaluation_error
who directed the films written by [Kerry Douglas Dye],Victor Salva|Darin Scott,2,who directed the films written by [],"
MATCH (w:`writer` {name:'Kerry Douglas Dye'})<-[:written_by]-(m:`movie`)-[:directed_by]->(d:`director`) RETURN d LIMIT 200
","[{'d': 'Darin Scott'}, {'d': 'Victor Salva'}]",matched,
who is listed as director of [Steven Kampmann] written films,William Porter,2,who is listed as director of [] written films,"
MATCH (w:`writer` {name:'Steven Kampmann'})<-[:written_by]-(m:`movie`)-[:directed_by]->(d:`director`) RETURN d LIMIT 200
","[{'d': 'Steven Kampmann'}, {'d': 'William Porter'}]",matched,
what genres do the films directed by [Marleen Gorris] fall under,Drama|Comedy,2,what genres do the films directed by [] fall under,"
MATCH (d:`director` {name:'Marleen Gorris'})<-[:directed_by]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
","[{'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Drama'}]",matched,
the actor of [The Brood] also starred in which films,The Assassination Bureau|The Devils|Venom|Burnt Offerings|Lion of the Desert|A Name for Evil|Condorman|The Walking Stick|Z.P.G.|Treasure Island|The Hunting Party|Castaway|The Adventures of Baron Munchausen|The Curse of the Werewolf|Tommy|Doctor Dolittle|Women in Love|The Collector|I'll Never Forget What's'isname|Take a Girl Like You|Royal Flash|Gladiator,2,the actor of [] also starred in which films,"
MATCH (a:`actor`)<-[:starred_actors]-(m:`movie` {name: 'The Brood'})-[:starred_actors]->(a:`actor`)<-[:starred_actors]-(m2:`movie`) 
WHERE m <> m2 
RETURN m2  
",[],unmatched,
the director of [Min and Bill] also directed which movies,Tell It to the Marines|The Big House|The Secret Six,2,the director of [] also directed which movies,"
MATCH (d:`director`)<-[:directed_by]-(:`movie` {name: 'Min and Bill'})-[:directed_by]->(d)<-[:directed_by]-(m:`movie`) 
WHERE m.name <> 'Min and Bill' 
RETURN m  
",[],unmatched,
what are the genres of the movies acted by [Annette O'Toole],Drama|Comedy,2,what are the genres of the movies acted by [],"
MATCH (a:`actor` {name:""Annette O'Toole""})<-[:starred_actors]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
","[{'g': 'Comedy'}, {'g': 'Drama'}]",matched,
who co-starred with [Eusebio Poncela],Antonio Dechent|Leonardo Sbaraglia|Mónica López,2,who co-starred with [],"
MATCH (a:`actor`)<-[:starred_actors]-(m:`movie`)-[:starred_actors]->(co_star:`actor`)
WHERE a.name = 'Eusebio Poncela' AND a <> co_star
RETURN DISTINCT co_star  
","[{'co_star': 'Mónica López'}, {'co_star': 'Antonio Dechent'}, {'co_star': 'Leonardo Sbaraglia'}]",matched,
which directors co-directed films with [Sydney Pollack],Billy Wilder,2,which directors co-directed films with [],"
MATCH (d1:`director` {name:'Sydney Pollack'})<-[:directed_by]-(m:`movie`)-[:directed_by]->(d2:`director`)
WHERE d1 <> d2
RETURN d2 LIMIT 200
",[{'d2': 'Billy Wilder'}],matched,
the films acted by [Shane Johnson] were in which genres,Horror|Thriller,2,the films acted by [] were in which genres,"
MATCH (a:`actor` {name:'Shane Johnson'})<-[:starred_actors]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
","[{'g': 'Horror'}, {'g': 'Thriller'}]",matched,
who are the actors in the films directed by [Chris Brinker],Willem Dafoe|Matt Dillon|Amy Smart,2,who are the actors in the films directed by [],"
MATCH (d:`director` {name:'Chris Brinker'})<-[:directed_by]-(m:`movie`)-[:starred_actors]->(a:`actor`) RETURN a LIMIT 200
","[{'a': 'Matt Dillon'}, {'a': 'Amy Smart'}, {'a': 'Willem Dafoe'}]",matched,
what are the main languages in [Kiminori Wakasugi] written films,Japanese,2,what are the main languages in [] written films,"
MATCH (w:`writer` {name:'Kiminori Wakasugi'})<-[:written_by]-(m:`movie`)-[:in_language]->(l:`language`) 
RETURN l LIMIT 200
",[{'l': 'Japanese'}],matched,
who directed the films starred by [John Lloyd Fillingham],Stuart Hazeldine,2,who directed the films starred by [],"
MATCH (a:`actor` {name:'John Lloyd Fillingham'})<-[:starred_actors]-(m:`movie`)-[:directed_by]->(d:`director`) RETURN d LIMIT 200
",[{'d': 'Stuart Hazeldine'}],matched,
which films have the same director of [Libel],The V.I.P.s|Orders to Kill|The Winslow Boy|The Browning Version,2,which films have the same director of [],"
MATCH (d:`director`)<-[:directed_by]-(m:`movie` {name: 'Libel'}) 
WITH d 
MATCH (d)<-[:directed_by]-(m2:`movie`) 
WHERE m2 <> m 
RETURN m2 LIMIT 200
",,error,"Traceback (most recent call last):
  File ""C:\Users\milishah\projects\AS.Explorations\cypher-generation\evaluation_metaqa.py"", line 164, in run_flow
    neo4j_response = query_neo4j_with_cypher(cypher, None, KG)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\milishah\projects\AS.Explorations\cypher-generation\prepare_evaluation_metaqa.py"", line 82, in query_neo4j_with_cypher
    parsed_neo4j_response = parse_neo4j_response_dict5(neo4j_response)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\milishah\projects\AS.Explorations\cypher-generation\neo4j_processors\neo4j_parsers.py"", line 157, in parse_neo4j_response_dict5
    for record in response:
TypeError: 'NoneType' object is not iterable
"
who are the directors of the movies written by [William Robertson],Alex Zamm,2,who are the directors of the movies written by [],"
MATCH (w:`writer` {name:'William Robertson'})<-[:written_by]-(m:`movie`)-[:directed_by]->(d:`director`) RETURN d LIMIT 200
",[{'d': 'Alex Zamm'}],matched,
who is listed as screenwriter of [Carl Anderson] acted films,Norman Jewison|Tim Rice,2,who is listed as screenwriter of [] acted films,"
MATCH (a:`actor` {name:'Carl Anderson'})<-[:starred_actors]-(m:`movie`)-[:written_by]->(w:`writer`) 
RETURN w LIMIT 200
","[{'w': 'Norman Jewison'}, {'w': 'Tim Rice'}]",matched,
what are the languages spoken in the films starred by [Antonella Attili],German|Italian,2,what are the languages spoken in the films starred by [],"
MATCH (a:`actor` {name:'Antonella Attili'})<-[:starred_actors]-(m:`movie`)-[:in_language]->(l:`language`) RETURN l LIMIT 200
","[{'l': 'Italian'}, {'l': 'German'}]",matched,
what are the films that have the same actor of [Sunday],Shadow Magic|The Boxtrolls|The Quiet Ones|I Shot Andy Warhol|Igby Goes Down,2,what are the films that have the same actor of [],"
MATCH (m:`movie`)-[:starred_actors]->(a:`actor`)<-[:starred_actors]-(m2:`movie` {name: 'Sunday'}) 
WHERE m <> m2 
RETURN m LIMIT 200
","[{'m': 'Igby Goes Down'}, {'m': 'Shadow Magic'}, {'m': 'The Quiet Ones'}, {'m': 'The Boxtrolls'}, {'m': 'I Shot Andy Warhol'}]",matched,
what were the release dates of [Maud Adams] acted films,1981,2,what were the release dates of [] acted films,"
MATCH (a:`actor` {name:'Maud Adams'})<-[:starred_actors]-(m:`movie`)-[:release_year]->(y:`year`) RETURN m.name, y LIMIT 200
","[{'m.name': 'Tattoo', 'y': '1981'}]",matched,
the screenwriter of [Madadayo] also wrote which movies,Seven Samurai|Last Man Standing|The Bad Sleep Well|Yojimbo|After the Rain|Throne of Blood|Rashomon|Rhapsody in August|Dersu Uzala|The Hidden Fortress|Kagemusha|Red Beard|Sanshiro Sugata|Dreams|Sanjuro|Ran|High and Low|The Quiet Duel|Runaway Train|Stray Dog|One Wonderful Sunday|Ikiru|Drunken Angel|Dodes'ka-den,2,the screenwriter of [] also wrote which movies,"
MATCH (w:`writer`)<-[:written_by]-(m:`movie` {name: 'Madadayo'}) 
WITH w 
MATCH (w)-[:written_by]->(other_movies:`movie`) 
WHERE other_movies <> m 
RETURN other_movies LIMIT 200
",,error,"Traceback (most recent call last):
  File ""C:\Users\milishah\projects\AS.Explorations\cypher-generation\evaluation_metaqa.py"", line 164, in run_flow
    neo4j_response = query_neo4j_with_cypher(cypher, None, KG)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\milishah\projects\AS.Explorations\cypher-generation\prepare_evaluation_metaqa.py"", line 82, in query_neo4j_with_cypher
    parsed_neo4j_response = parse_neo4j_response_dict5(neo4j_response)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\milishah\projects\AS.Explorations\cypher-generation\neo4j_processors\neo4j_parsers.py"", line 157, in parse_neo4j_response_dict5
    for record in response:
TypeError: 'NoneType' object is not iterable
"
who are the directors of the movies acted by [Danielle Cormack],Paul Middleditch|John Polson|Harry Sinclair,2,who are the directors of the movies acted by [],"
MATCH (a:`actor` {name:'Danielle Cormack'})<-[:starred_actors]-(m:`movie`)-[:directed_by]->(d:`director`) RETURN d LIMIT 200
","[{'d': 'Harry Sinclair'}, {'d': 'Paul Middleditch'}, {'d': 'John Polson'}]",matched,
who wrote the movies acted by [Kevin Bishop],Robert Louis Stevenson,2,who wrote the movies acted by [],"
MATCH (a:`actor` {name:'Kevin Bishop'})<-[:starred_actors]-(m:`movie`)-[:written_by]->(w:`writer`) RETURN w LIMIT 200
",[{'w': 'Robert Louis Stevenson'}],matched,
who are the actors in the movies written by [Sonia Chernus],Sondra Locke|Chief Dan George|Clint Eastwood,2,who are the actors in the movies written by [],"
MATCH (w:`writer` {name:'Sonia Chernus'})<-[:written_by]-(m:`movie`)-[:starred_actors]->(a:`actor`) RETURN a LIMIT 200
","[{'a': 'Chief Dan George'}, {'a': 'Sondra Locke'}, {'a': 'Clint Eastwood'}]",matched,
what are the genres of the films written by [Karl Mueller],Drama|Horror|Thriller,2,what are the genres of the films written by [],"
MATCH (w:`writer` {name:'Karl Mueller'})<-[:written_by]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
","[{'g': 'Drama'}, {'g': 'Horror'}, {'g': 'Thriller'}]",matched,
the screenwriter [Kjell Aukrust] wrote films together with who,Ivo Caprino,2,the screenwriter [] wrote films together with who,"
MATCH (w1:`writer` {name: 'Kjell Aukrust'})<-[:written_by]-(m:`movie`)-[:written_by]->(w2:`writer`)
WHERE w1 <> w2
RETURN w2 LIMIT 200
",[{'w2': 'Ivo Caprino'}],matched,
what genres are the movies written by [Frank Frazetta] in,Fantasy|Animation|Adventure,2,what genres are the movies written by [] in,"
MATCH (w:`writer` {name:'Frank Frazetta'})<-[:written_by]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
","[{'g': 'Animation'}, {'g': 'Fantasy'}, {'g': 'Adventure'}]",matched,
the films directed by [James Isaac] starred which actors,Kane Hodder|Rhona Mitra|Elias Koteas|Jason Behr,2,the films directed by [] starred which actors,"
MATCH (d:`director` {name:'James Isaac'})<-[:directed_by]-(m:`movie`)-[:starred_actors]->(a:`actor`) RETURN a LIMIT 200
","[{'a': 'Jason Behr'}, {'a': 'Rhona Mitra'}, {'a': 'Elias Koteas'}, {'a': 'Kane Hodder'}]",matched,
what are the genres of the films starred by [Joseph Gilgun],Action,2,what are the genres of the films starred by [],"
MATCH (a:`actor` {name:'Joseph Gilgun'})<-[:starred_actors]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
",[{'g': 'Action'}],matched,
who appeared in the same movie with [Harry Earles],Lon Chaney,2,who appeared in the same movie with [],"
MATCH (a:`actor`)<-[:starred_actors]-(m:`movie`)-[:starred_actors]->(h:`actor` {name: 'Harry Earles'}) 
WHERE a <> h 
RETURN a  
",[{'a': 'Lon Chaney'}],matched,
who starred movies for the writer [Javier Gullón],Jake Gyllenhaal|Mélanie Laurent|Isabella Rossellini|Sarah Gadon,2,who starred movies for the writer [],"
MATCH (w:`writer` {name:'Javier Gullón'})<-[:written_by]-(m:`movie`)-[:starred_actors]->(a:`actor`) RETURN a LIMIT 200
","[{'a': 'Sarah Gadon'}, {'a': 'Isabella Rossellini'}, {'a': 'Mélanie Laurent'}, {'a': 'Jake Gyllenhaal'}]",matched,
when were the movies starred by [Rik Mayall] released,1991|1999,2,when were the movies starred by [] released,"
MATCH (a:`actor` {name:'Rik Mayall'})<-[:starred_actors]-(m:`movie`)-[:release_year]->(y:`year`) RETURN m.name, y.name LIMIT 200
","[{'m.name': 'Guest House Paradiso', 'y.name': '1999'}, {'m.name': 'Drop Dead Fred', 'y.name': '1991'}]",matched,
the movies starred by [Benjamin Christensen] were in which genres,Drama,2,the movies starred by [] were in which genres,"
MATCH (a:`actor` {name:'Benjamin Christensen'})<-[:starred_actors]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
",[{'g': 'Drama'}],matched,
who acted in the movies directed by [Toby Wilkins],Jill Wagner|Shea Whigham|Matthew Knight|Paulo Costanzo|Shawnee Smith,2,who acted in the movies directed by [],"
MATCH (d:`director` {name:'Toby Wilkins'})<-[:directed_by]-(m:`movie`)-[:starred_actors]->(a:`actor`) RETURN a LIMIT 200
","[{'a': 'Jill Wagner'}, {'a': 'Shea Whigham'}, {'a': 'Paulo Costanzo'}, {'a': 'Matthew Knight'}, {'a': 'Shawnee Smith'}]",matched,
who starred in the films written by [Robert Aldrich],Jeff Chandler|Anita Ekberg|Harry Andrews|Ian Bannen|Frank Sinatra|Cliff Robertson|Ursula Andress|Michael Caine|Martine Carol|Dean Martin|Jack Palance,2,who starred in the films written by [],"
MATCH (w:`writer` {name:'Robert Aldrich'})<-[:written_by]-(m:`movie`)-[:starred_actors]->(a:`actor`) RETURN a LIMIT 200
","[{'a': 'Martine Carol'}, {'a': 'Jeff Chandler'}, {'a': 'Jack Palance'}, {'a': 'Ian Bannen'}, {'a': 'Harry Andrews'}, {'a': 'Cliff Robertson'}, {'a': 'Michael Caine'}, {'a': 'Anita Ekberg'}, {'a': 'Dean Martin'}, {'a': 'Ursula Andress'}, {'a': 'Frank Sinatra'}]",matched,
the actor [Kathleen Kinmont] acted together with who,Steve Railsback|Bruce Dinsmore|Michele Greene,2,the actor [] acted together with who,"
MATCH (a:`actor` {name: 'Kathleen Kinmont'})<-[:starred_actors]-(:`movie`)-[:starred_actors]->(co_actor:`actor`) 
WHERE a <> co_actor 
RETURN co_actor  
","[{'co_actor': 'Bruce Dinsmore'}, {'co_actor': 'Michele Greene'}, {'co_actor': 'Steve Railsback'}]",matched,
the scriptwriter of [Picnic] also wrote which films,"Come Back, Little Sheba|Don't Bother to Knock|Storm Center|Splendor in the Grass|Désirée|All Fall Down|Bus Stop|The Dark at the Top of the Stairs",2,the scriptwriter of [] also wrote which films,"
MATCH (w:`writer`)<-[:written_by]-(m:`movie` {name: 'Picnic'})-[:written_by]->(w)<-[:written_by]-(other_movies:`movie`)
WHERE other_movies <> m
RETURN other_movies  
",[],unmatched,
which person wrote the films acted by [Kynaston Reeves],Amelia Reynolds Long,2,which person wrote the films acted by [],"
MATCH (a:`actor` {name:'Kynaston Reeves'})<-[:starred_actors]-(m:`movie`)-[:written_by]->(w:`writer`) RETURN w LIMIT 200
",[{'w': 'Amelia Reynolds Long'}],matched,
when were the movies written by [Evan Jones] released,1966|1971,2,when were the movies written by [] released,"
MATCH (y:`year`)<-[:release_year]-(m:`movie`)-[:written_by]->(w:`writer` {name: 'Evan Jones'}) 
RETURN y LIMIT 200
","[{'y': '1966'}, {'y': '1971'}]",matched,
which person wrote the movies directed by [Ellen Spiro],Phil Donahue,2,which person wrote the movies directed by [],"
MATCH (d:`director` {name:'Ellen Spiro'})<-[:directed_by]-(m:`movie`)-[:written_by]->(w:`writer`) RETURN w LIMIT 200
","[{'w': 'Ellen Spiro'}, {'w': 'Phil Donahue'}]",matched,
what types are the films written by [David Veloz],Drama,2,what types are the films written by [],"
MATCH (w:`writer` {name:'David Veloz'})<-[:written_by]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
",[{'g': 'Drama'}],matched,
what languages are the movies directed by [Maurice Pialat] in,French,2,what languages are the movies directed by [] in,"
MATCH (d:`director` {name:'Maurice Pialat'})<-[:directed_by]-(m:`movie`)-[:in_language]->(l:`language`) RETURN l LIMIT 200
","[{'l': 'French'}, {'l': 'French'}, {'l': 'French'}, {'l': 'French'}, {'l': 'French'}]",matched,
what were the release years the films directed by [Abe Sylvia],2010,2,what were the release years the films directed by [],"
MATCH (d:`director` {name:'Abe Sylvia'})<-[:directed_by]-(m:`movie`)-[:release_year]->(yr:`year`) RETURN yr LIMIT 200
",[{'yr': '2010'}],matched,
what genres are the movies directed by [Paul Annett] in,Mystery|Horror,2,what genres are the movies directed by [] in,"
MATCH (d:`director` {name:'Paul Annett'})<-[:directed_by]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
","[{'g': 'Horror'}, {'g': 'Mystery'}]",matched,
what are the movies that are directed by the same director of [Thieves],The Girl on the Train|Rendez-vous|Alice and Martin|Strayed|Changing Times|Wild Reeds|The Witnesses|My Favorite Season|Barocco,2,what are the movies that are directed by the same director of [],"
MATCH (m:`movie` {name: 'Thieves'})-[:directed_by]->(d:`director`)<-[:directed_by]-(m2:`movie`) 
WHERE m <> m2 
RETURN m2 LIMIT 200
","[{'m2': 'Changing Times'}, {'m2': 'Wild Reeds'}, {'m2': 'Barocco'}, {'m2': 'The Witnesses'}, {'m2': 'Rendez-vous'}, {'m2': 'Strayed'}, {'m2': 'Alice and Martin'}, {'m2': 'The Girl on the Train'}, {'m2': 'My Favorite Season'}]",matched,
when did the films written by [Matthew Lewis] release,2011,2,when did the films written by [] release,"
MATCH (yr:`year`)<-[:release_year]-(m:`movie`)-[:written_by]->(w:`writer` {name: 'Matthew Lewis'}) 
RETURN m.name, yr LIMIT 200
","[{'m.name': 'The Monk', 'yr': '2011'}]",matched,
who wrote the screenplay for the movies starred by [Felicia Farr],John Paxton|Weldon Hill|Nelson Gidding,2,who wrote the screenplay for the movies starred by [],"
MATCH (a:`actor` {name:'Felicia Farr'})<-[:starred_actors]-(m:`movie`)-[:written_by]->(w:`writer`) 
RETURN w LIMIT 200
","[{'w': 'John Paxton'}, {'w': 'Weldon Hill'}, {'w': 'Nelson Gidding'}]",matched,
the films acted by [Lucy] were written by who,Kelly Reichardt,2,the films acted by [] were written by who,"
MATCH (a:`actor` {name:'Lucy'})<-[:starred_actors]-(m:`movie`)-[:written_by]->(w:`writer`) RETURN w LIMIT 200
",[{'w': 'Kelly Reichardt'}],matched,
who directed the movies written by [Lester Cole],Joe May|James Hill,2,who directed the movies written by [],"
MATCH (w:`writer` {name:'Lester Cole'})<-[:written_by]-(m:`movie`)-[:directed_by]->(d:`director`) RETURN d LIMIT 200
","[{'d': 'Joe May'}, {'d': 'James Hill'}]",matched,
what are the main languages in [Anushka Sharma] starred movies,Hindi,2,what are the main languages in [] starred movies,"
MATCH (a:`actor` {name:'Anushka Sharma'})<-[:starred_actors]-(m:`movie`)-[:in_language]->(l:`language`) 
RETURN l LIMIT 200
","[{'l': 'Hindi'}, {'l': 'Hindi'}]",matched,
what types are the movies written by [Cyril Rambour],Comedy|Crime,2,what types are the movies written by [],"
MATCH (w:`writer` {name:'Cyril Rambour'})<-[:written_by]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
","[{'g': 'Crime'}, {'g': 'Comedy'}]",matched,
the director of [Annie Hall] is also the director of which films,"Small Time Crooks|Manhattan Murder Mystery|Magic in the Moonlight|Broadway Danny Rose|Stardust Memories|New York Stories|Sleeper|Manhattan|Sweet and Lowdown|Anything Else|Hannah and Her Sisters|Zelig|You Will Meet a Tall Dark Stranger|Melinda and Melinda|The Curse of the Jade Scorpion|Shadows and Fog|What's Up, Tiger Lily?|Deconstructing Harry|Blue Jasmine|Interiors|Take the Money and Run|A Midsummer Night's Sex Comedy|Match Point|Celebrity|Love and Death|Alice|Whatever Works|Scoop|The Purple Rose of Cairo|To Rome with Love|Cassandra's Dream|Bananas|Hollywood Ending|Everyone Says I Love You|Radio Days|Midnight in Paris|Vicky Cristina Barcelona|September|Mighty Aphrodite|Don't Drink the Water|Another Woman|Husbands and Wives|Crimes and Misdemeanors",2,the director of [] is also the director of which films,"
MATCH (d:`director`)-[:directed_by]->(m:`movie` {name: 'Annie Hall'}) 
WITH d 
MATCH (d)-[:directed_by]->(other_movies:`movie`) 
WHERE other_movies <> m 
RETURN other_movies LIMIT 200
",,error,"Traceback (most recent call last):
  File ""C:\Users\milishah\projects\AS.Explorations\cypher-generation\evaluation_metaqa.py"", line 164, in run_flow
    neo4j_response = query_neo4j_with_cypher(cypher, None, KG)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\milishah\projects\AS.Explorations\cypher-generation\prepare_evaluation_metaqa.py"", line 82, in query_neo4j_with_cypher
    parsed_neo4j_response = parse_neo4j_response_dict5(neo4j_response)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\milishah\projects\AS.Explorations\cypher-generation\neo4j_processors\neo4j_parsers.py"", line 157, in parse_neo4j_response_dict5
    for record in response:
TypeError: 'NoneType' object is not iterable
"
