question,answer,nhops,base_question,cypher,neo4j_response,evaluation,evaluation_error
what genres are the movies starred by [My House in Umbria] actors,Drama|Mystery|Comedy|Music|Adventure,3,what genres are the movies starred by [] actors,"
MATCH (umbriaMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(umbriaMovie.name)='my house in umbria' 
RETURN genre LIMIT 200
","[{'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Music'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Mystery'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Adventure'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Drama'}]",matched,
when did the films directed by the [La Jetée] director release,1985|1983|1997,3,when did the films directed by the [] director release,"
MATCH (laJeteeDirector:`director`)<-[:directed_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(laJeteeDirector.name)='la jetée director' 
RETURN movie.name, year  
",[],unmatched,
what are the primary languages in the films directed by the director of [Foxes],French|English,3,what are the primary languages in the films directed by the director of [],"
MATCH (foxesMovie:`movie`)-[:directed_by]->(director:`director`) 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:in_language]->(language:`language`) 
WHERE toLower(foxesMovie.name)='foxes' 
RETURN language LIMIT 200
","[{'language': 'French'}, {'language': 'English'}]",matched,
what were the release years of the movies that share directors with the movie [Doctor Detroit],1999|1976|1982|1996,3,what were the release years of the movies that share directors with the movie [],"
MATCH (doctorMovie:`movie`)-[:directed_by]->(director:`director`) 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(doctorMovie.name)='doctor detroit' 
AND doctorMovie <> otherMovie 
RETURN year LIMIT 200
","[{'year': '1999'}, {'year': '1982'}, {'year': '1996'}, {'year': '1976'}]",matched,
which person wrote the movies starred by the actors in [The Trials of Henry Kissinger],Homer|Robert Ludlum|Erick Kastel|Augusten Burroughs|Ryan Murphy|Tony Gilroy|Thomas Harris|David Benioff|Jonathan English|Stephen McDool|Jag Mundhra|Nick Perry|Dagur Kári|Michael Mann|Rupert Wyatt,3,which person wrote the movies starred by the actors in [],"
MATCH (kissingerMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(kissingerMovie.name)='the trials of henry kissinger' 
RETURN writer LIMIT 200
","[{'writer': 'Christopher Hitchens'}, {'writer': 'Augusten Burroughs'}, {'writer': 'Ryan Murphy'}, {'writer': 'Michael Mann'}, {'writer': 'Thomas Harris'}, {'writer': 'Dagur Kári'}, {'writer': 'Homer'}, {'writer': 'David Benioff'}, {'writer': 'Rupert Wyatt'}, {'writer': 'Nick Perry'}, {'writer': 'Robert Ludlum'}, {'writer': 'Tony Gilroy'}, {'writer': 'Christopher Hitchens'}, {'writer': 'Jag Mundhra'}, {'writer': 'Erick Kastel'}, {'writer': 'Jonathan English'}, {'writer': 'Stephen McDool'}]",matched,
who are the writers that the actors in their films also appear in the film [The Night of the Iguana],Daniel Carney|Françoise Sagan|Isobel Lennart|Joseph L. Mankiewicz|Sidney Buchman|Tennessee Williams|Anthony Veiller|Richard Murphy|Casey Robinson|Michael Powell|Albert Maltz|Michel Arnold|Bridget Boland|John Paxton|Louis Bromfield|Mario Puzo|Robert Guédiguian|Wilson Collison|Jan Lustig|John Osborne|John Gay|Guy Trosper|Helen Deutsch|Charles Shaw|Rod Serling|Albert Lewin|James Jones|John le Carré|Donald Ogden Stewart|René Hardy|Edward Dmytryk|Charles Templeton|Arthur Laurents|Robin Estridge|Peter Shaffer|Frederick Nebel|Henryk Sienkiewicz|Charles Perrault|Ernest Hemingway|John Huston|Oscar Hammerstein II|Nicholas Ray|Lloyd C. Douglas|Nevil Shute|Jean Anouilh|Thomas Malory|Sidney Gilliat|Gina Kaus|Delmer Daves|Philip Dunne|Maxwell Anderson|Peter Viertel|Gene Quintano|Ivan Moffat|Talbot Jennings|John Lee Mahin|Catherine Breillat|William Archibald|Robert Anderson|Ernest Lehman|John L. Balderston|James Drought|Margaret Vyner|Andrei Tarkovsky|James R. Silke|Herbert Baker|Wells Root|Aleksandr Gordon|Joseph Kessel|Neil Jordan|Ranald MacDougall|Leopold Atlas|Graham Greene|Bernard Gordon|Terence Young|Charles W. Bailey II|Franco Zeffirelli|Henry James|Jon Cleary|George Fox|Robert Rossen|Rumer Godden|Emeric Pressburger|Richard Sokolove|Noel Langley|Sidney Sheldon|Max Ehrlich|Hugh Williams|Waldemar Young|George Orwell|Elia Kazan|Alfred Lewis Levitt|John Masters|Daphne Du Maurier|Paul Dehn|Alistair MacLean|Frank Launder|Ian La Frenais|Leo McCarey|Jerome Kern|Vincent Lawrence|Robert Morley|Joseph Stefano|Marguerite Roberts|Philip Yordan|Edward Anhalt|Sonya Levien|Fletcher Knebel|Eduardo Mignogna|Anthony Hope|Edna Ferber|William Shakespeare|Marcia Davenport|John Hale|Claude Anet|Terence Rattigan|Merle Miller|Bartlett Cormack|Michael Radford|Irma von Cube|Dick Clement|Robert Hamer|Frederic Wakeman|Enid Bagnold|Polan Banks,3,who are the writers that the actors in their films also appear in the film [],"
MATCH (iguanaMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(iguanaMovie.name)='the night of the iguana' 
RETURN DISTINCT writer LIMIT 200
","[{'writer': 'Anthony Veiller'}, {'writer': 'Aleksandr Gordon'}, {'writer': 'Ernest Hemingway'}, {'writer': 'Andrei Tarkovsky'}, {'writer': 'Nevil Shute'}, {'writer': 'John Paxton'}, {'writer': 'Marcia Davenport'}, {'writer': 'Isobel Lennart'}, {'writer': 'Wilson Collison'}, {'writer': 'John Lee Mahin'}, {'writer': 'Joseph L. Mankiewicz'}, {'writer': 'Peter Viertel'}, {'writer': 'Tennessee Williams'}, {'writer': 'John Huston'}, {'writer': 'Michel Arnold'}, {'writer': 'Terence Young'}, {'writer': 'Irma von Cube'}, {'writer': 'Claude Anet'}, {'writer': 'Joseph Kessel'}, {'writer': 'John Masters'}, {'writer': 'Ivan Moffat'}, {'writer': 'Sonya Levien'}, {'writer': 'Polan Banks'}, {'writer': 'Leopold Atlas'}, {'writer': 'Charles Templeton'}, {'writer': 'Richard Murphy'}, {'writer': 'Casey Robinson'}, {'writer': 'Robert Guédiguian'}, {'writer': 'Frederick Nebel'}, {'writer': 'Marguerite Roberts'}, {'writer': 'George Fox'}, {'writer': 'Mario Puzo'}, {'writer': 'Jan Lustig'}, {'writer': 'Talbot Jennings'}, {'writer': 'Thomas Malory'}, {'writer': 'Noel Langley'}, {'writer': 'Albert Lewin'}, {'writer': 'Edna Ferber'}, {'writer': 'Oscar Hammerstein II'}, {'writer': 'Jerome Kern'}, {'writer': 'Fletcher Knebel'}, {'writer': 'Charles W. Bailey II'}, {'writer': 'Rod Serling'}, {'writer': 'Bernard Gordon'}, {'writer': 'Robert Hamer'}, {'writer': 'Philip Yordan'}, {'writer': 'Charles Shaw'}, {'writer': 'Max Ehrlich'}, {'writer': 'Joseph Stefano'}, {'writer': 'Robert Morley'}, {'writer': 'Donald Ogden Stewart'}, {'writer': 'John Gay'}, {'writer': 'Terence Rattigan'}, {'writer': 'Robert Anderson'}, {'writer': 'Françoise Sagan'}, {'writer': 'Arthur Laurents'}, {'writer': 'Leo McCarey'}, {'writer': 'Delmer Daves'}, {'writer': 'James Drought'}, {'writer': 'Alfred Lewis Levitt'}, {'writer': 'Herbert Baker'}, {'writer': 'Sidney Sheldon'}, {'writer': 'Hugh Williams'}, {'writer': 'Margaret Vyner'}, {'writer': 'Robin Estridge'}, {'writer': 'William Archibald'}, {'writer': 'Henry James'}, {'writer': 'Frederic Wakeman'}, {'writer': 'Rumer Godden'}, {'writer': 'Michael Powell'}, {'writer': 'Emeric Pressburger'}, {'writer': 'Elia Kazan'}, {'writer': 'Enid Bagnold'}, {'writer': 'Jon Cleary'}, {'writer': 'Wells Root'}, {'writer': 'John L. Balderston'}, {'writer': 'Anthony Hope'}, {'writer': 'Ian La Frenais'}, {'writer': 'Dick Clement'}, {'writer': 'Helen Deutsch'}, {'writer': 'James R. Silke'}, {'writer': 'Gene Quintano'}, {'writer': 'Frank Launder'}, {'writer': 'Sidney Gilliat'}, {'writer': 'Neil Jordan'}, {'writer': 'Graham Greene'}, {'writer': 'Henryk Sienkiewicz'}, {'writer': 'James Jones'}, {'writer': 'Richard Sokolove'}, {'writer': 'John Hale'}, {'writer': 'Bridget Boland'}, {'writer': 'Maxwell Anderson'}, {'writer': 'Daphne Du Maurier'}, {'writer': 'Robert Rossen'}, {'writer': 'Peter Shaffer'}, {'writer': 'John Osborne'}, {'writer': 'Franco Zeffirelli'}, {'writer': 'William Shakespeare'}, {'writer': 'George Orwell'}, {'writer': 'Michael Radford'}, {'writer': 'Ernest Lehman'}, {'writer': 'Jean Anouilh'}, {'writer': 'Edward Anhalt'}, {'writer': 'Guy Trosper'}, {'writer': 'Paul Dehn'}, {'writer': 'John le Carré'}, {'writer': 'Alistair MacLean'}, {'writer': 'Catherine Breillat'}, {'writer': 'Charles Perrault'}, {'writer': 'Edward Dmytryk'}, {'writer': 'Eduardo Mignogna'}, {'writer': 'Vincent Lawrence'}, {'writer': 'Bartlett Cormack'}, {'writer': 'Waldemar Young'}, {'writer': 'Ranald MacDougall'}, {'writer': 'Sidney Buchman'}, {'writer': 'Gina Kaus'}, {'writer': 'Lloyd C. Douglas'}, {'writer': 'Albert Maltz'}, {'writer': 'Philip Dunne'}, {'writer': 'Merle Miller'}, {'writer': 'Louis Bromfield'}, {'writer': 'René Hardy'}, {'writer': 'Nicholas Ray'}, {'writer': 'Daniel Carney'}]",matched,
the movies that share directors with the movie [Critters] were in which genres,Drama|Comedy|Music|Adventure|Family,3,the movies that share directors with the movie [] were in which genres,"
MATCH (crittersMovie:`movie`)-[:directed_by]->(director:`director`) 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(crittersMovie.name)='critters' 
AND crittersMovie <> otherMovie 
RETURN genre LIMIT 200
","[{'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Adventure'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Music'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Music'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Family'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}]",matched,
what genres are the movies directed by the [Operation Petticoat] director,Drama|Music|Western|Action|Comedy|Musical|Thriller,3,what genres are the movies directed by the [] director,"
MATCH (operationPetticoat:`movie`)-[:directed_by]->(director:`director`) 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(operationPetticoat.name)='operation petticoat' 
RETURN genre  
","[{'genre': 'Comedy'}, {'genre': 'Musical'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Thriller'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Thriller'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Western'}, {'genre': 'Action'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Musical'}, {'genre': 'Music'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'War'}, {'genre': 'Comedy'}]",matched,
who starred movies for the director of [Home from the Hill],Gregory Peck|Rex Harrison|Marjorie Main|Dick Powell|George Hamilton|Cyd Charisse|James Donald|Spencer Tracy|Gloria Grahame|Frank Morgan|Glenn Ford|Kay Kendall|Desi Arnaz|Don Taylor|Robert Walker|Isabelle Huppert|Van Heflin|Judy Garland|Jennifer Jones|Diane Keaton|Katharine Hepburn|Anthony Quinn|Steve Martin|Mildred Natwick|Oscar Levant|Fred Astaire|Elizabeth Taylor|John Saxon|Martha Hyer|Kirk Douglas|Pamela Brown|Louis Jourdan|Richard Widmark|Gaby Morlay|Ethel Barrymore|Keenan Wynn|Mary Astor|Edward Andrews|Margaret O'Brien|Joan Bennett|Lauren Bacall|Lucille Bremer|Robert Taylor|Walter Pidgeon|Yvonne de Bray|James Mason|Leif Erickson|Shirley MacLaine|Lucille Ball|Dean Martin|Robert Mitchum|Richard Burton|Gene Kelly|Van Johnson|Lana Turner|Edward G. Robinson|Frank Sinatra|Fanny Brice|Jean Tissier|Georges Guétary|Pier Angeli|Kieran Culkin|Deborah Kerr|John Kerr|Sandra Dee|Leslie Caron|Judy Holliday,3,who starred movies for the director of [],"
MATCH (homeMovie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(homeMovie.name)='home from the hill' 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
RETURN actor LIMIT 200
","[{'actor': 'Cyd Charisse'}, {'actor': 'Van Johnson'}, {'actor': 'Gene Kelly'}, {'actor': 'Pier Angeli'}, {'actor': 'Ethel Barrymore'}, {'actor': 'Leslie Caron'}, {'actor': 'Kirk Douglas'}, {'actor': 'Glenn Ford'}, {'actor': 'Lucille Bremer'}, {'actor': ""Margaret O'Brien""}, {'actor': 'Mary Astor'}, {'actor': 'Judy Garland'}, {'actor': 'Edward Andrews'}, {'actor': 'Leif Erickson'}, {'actor': 'John Kerr'}, {'actor': 'Deborah Kerr'}, {'actor': 'Robert Walker'}, {'actor': 'Judy Garland'}, {'actor': 'Kay Kendall'}, {'actor': 'Sandra Dee'}, {'actor': 'Rex Harrison'}, {'actor': 'John Saxon'}, {'actor': 'Desi Arnaz'}, {'actor': 'Marjorie Main'}, {'actor': 'Lucille Ball'}, {'actor': 'Keenan Wynn'}, {'actor': 'Judy Holliday'}, {'actor': 'Dean Martin'}, {'actor': 'Dick Powell'}, {'actor': 'Lana Turner'}, {'actor': 'Walter Pidgeon'}, {'actor': 'Kirk Douglas'}, {'actor': 'Martha Hyer'}, {'actor': 'Dean Martin'}, {'actor': 'Frank Sinatra'}, {'actor': 'Shirley MacLaine'}, {'actor': 'Elizabeth Taylor'}, {'actor': 'Richard Burton'}, {'actor': 'Robert Taylor'}, {'actor': 'Robert Mitchum'}, {'actor': 'Katharine Hepburn'}, {'actor': 'Joan Bennett'}, {'actor': 'Elizabeth Taylor'}, {'actor': 'Spencer Tracy'}, {'actor': 'Yvonne de Bray'}, {'actor': 'Jean Tissier'}, {'actor': 'Gaby Morlay'}, {'actor': 'Leslie Caron'}, {'actor': 'Louis Jourdan'}, {'actor': 'Fanny Brice'}, {'actor': 'Lucille Bremer'}, {'actor': 'Lucille Ball'}, {'actor': 'Fred Astaire'}, {'actor': 'Cyd Charisse'}, {'actor': 'George Hamilton'}, {'actor': 'Edward G. Robinson'}, {'actor': 'Kirk Douglas'}, {'actor': 'Gloria Grahame'}, {'actor': 'Richard Widmark'}, {'actor': 'Kieran Culkin'}, {'actor': 'Steve Martin'}, {'actor': 'Diane Keaton'}, {'actor': 'Joan Bennett'}, {'actor': 'Don Taylor'}, {'actor': 'Elizabeth Taylor'}, {'actor': 'Spencer Tracy'}, {'actor': 'Lauren Bacall'}, {'actor': 'Gregory Peck'}, {'actor': 'Lucille Bremer'}, {'actor': 'Mildred Natwick'}, {'actor': 'Fred Astaire'}, {'actor': 'Frank Morgan'}, {'actor': 'Jennifer Jones'}, {'actor': 'Van Heflin'}, {'actor': 'Louis Jourdan'}, {'actor': 'James Mason'}, {'actor': 'Isabelle Huppert'}, {'actor': 'Georges Guétary'}, {'actor': 'Oscar Levant'}, {'actor': 'Leslie Caron'}, {'actor': 'Gene Kelly'}, {'actor': 'George Hamilton'}, {'actor': 'George Peppard'}, {'actor': 'Eleanor Parker'}, {'actor': 'Robert Mitchum'}, {'actor': 'Pamela Brown'}, {'actor': 'James Donald'}, {'actor': 'Anthony Quinn'}, {'actor': 'Kirk Douglas'}]",matched,
who directed movies that share actors with the movie [Wrestling Ernest Hemingway],Albert Dupontel|Francis Ford Coppola|Wim Wenders|Don Boyd|Ronald Neame|Alejandro Agresti|Tim McCanlies|Paul Haggis|Mimi Leder|Dave Fleischer|Forest Whitaker|Kevin Costner|Shirley MacLaine|Hal Ashby|John Sturges|Jack Cardiff|Samuel Fuller|Michael Corrente|Marleen Gorris|Richard Attenborough|Phil Traill|John Derek|Joshua Logan|Steven Zaillian|George Lucas|Robert Harling|Frank Tashlin|Jon Turteltaub|Mennan Yapo|Peter Medak|Rob Letterman|Herbert Ross|David Dobkin|Donald Petrie|Mike Nichols|Sidney Lumet|Robert Altman|Michael Winner|Douglas McGrath|Joel Schumacher|Barry Shear|Barry Levinson|Lasse Hallström|Robert Duvall|Matt Russell|Kevin Reynolds|Peter Bogdanovich|John Frankenheimer|Jim Sheridan|Rob Reiner|Michael Anderson|Gilles Mimouni|Irwin Winkler|Don Siegel|Robert Vernay|Bob Fosse|Dennis Hopper|Billy Bob Thornton|Darrell Roodt|Hugh Wilson|Martin Ritt|George Marshall|Philip Kaufman|Waris Hussein|David Cronenberg|Anne Fletcher|John Lee Hancock|Richard Linklater|Griffin Dunne|Barbet Schroeder|William Wyler|Betty Thomas|Callie Khouri|Bruce Beresford|Lindsay Anderson|Bill Bennett|Jan de Bont|John Flynn|Elliot Silverstein|Seth Gordon|Billy Wilder|Lewis John Carlino|Rowland V. Lee|Walter Lang|Joseph Anthony|J. Lee Thompson|Bronwen Hughes|Ron Howard|Vincente Minnelli|Michelangelo Antonioni|Paul Feig|Irvin Kershner|Robert Wise|Michael Hoffman|Ulu Grosbard|Richard Lester|Aaron Schneider|Roland Joffé|Andrew V. McLaglen|James L. Brooks|Sam Peckinpah|Clint Eastwood|Richard Pearce|Ken Hughes|Emilio Aragón|Alfonso Cuarón|Tony Scott|Victor Sjöström|Martha Coolidge|Marc Lawrence,3,who directed movies that share actors with the movie [],"
MATCH (wrestlingMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(wrestlingMovie.name)='wrestling ernest hemingway' 
AND wrestlingMovie <> otherMovie 
RETURN director LIMIT 200
","[{'director': 'Jack Cardiff'}, {'director': 'Ronald Neame'}, {'director': 'Michael Hoffman'}, {'director': 'Hal Ashby'}, {'director': 'Waris Hussein'}, {'director': 'William Wyler'}, {'director': 'Mike Nichols'}, {'director': 'George Marshall'}, {'director': 'Richard Linklater'}, {'director': 'Albert Dupontel'}, {'director': 'Joseph Anthony'}, {'director': 'Billy Wilder'}, {'director': 'Vincente Minnelli'}, {'director': 'Joseph Anthony'}, {'director': 'James L. Brooks'}, {'director': 'Herbert Ross'}, {'director': 'Bob Fosse'}, {'director': 'Joseph Anthony'}, {'director': 'Walter Lang'}, {'director': 'Robert Wise'}, {'director': 'Billy Wilder'}, {'director': 'Gilles Mimouni'}, {'director': 'Marleen Gorris'}, {'director': 'Rob Reiner'}, {'director': 'Robert Harling'}, {'director': 'J. Lee Thompson'}, {'director': 'Don Siegel'}, {'director': 'Shirley MacLaine'}, {'director': 'Hugh Wilson'}, {'director': 'Richard Attenborough'}, {'director': 'Kevin Reynolds'}, {'director': 'Rowland V. Lee'}, {'director': 'Robert Vernay'}, {'director': 'Barry Shear'}, {'director': 'Samuel Fuller'}, {'director': 'Richard Lester'}, {'director': 'Elliot Silverstein'}, {'director': 'John Frankenheimer'}, {'director': 'Michelangelo Antonioni'}, {'director': 'Peter Medak'}, {'director': 'Michael Anderson'}, {'director': 'Lindsay Anderson'}, {'director': 'Clint Eastwood'}, {'director': 'John Derek'}, {'director': 'Irvin Kershner'}, {'director': 'Darrell Roodt'}, {'director': 'Martin Ritt'}, {'director': 'Joshua Logan'}, {'director': 'Rob Letterman'}, {'director': 'Dave Fleischer'}, {'director': 'Sam Peckinpah'}, {'director': 'Frank Tashlin'}, {'director': 'Don Boyd'}, {'director': 'Ken Hughes'}, {'director': 'Andrew V. McLaglen'}, {'director': 'Jim Sheridan'}, {'director': 'Sidney Lumet'}, {'director': 'Sam Peckinpah'}, {'director': 'John Sturges'}, {'director': 'Emilio Aragón'}, {'director': 'Dennis Hopper'}, {'director': 'Tony Scott'}, {'director': 'Barry Levinson'}, {'director': 'Philip Kaufman'}, {'director': 'Bruce Beresford'}, {'director': 'Robert Duvall'}, {'director': 'Tim McCanlies'}, {'director': 'Michael Winner'}, {'director': 'Aaron Schneider'}, {'director': 'Billy Bob Thornton'}, {'director': 'Mimi Leder'}, {'director': 'John Flynn'}, {'director': 'Francis Ford Coppola'}, {'director': 'Richard Pearce'}, {'director': 'Robert Altman'}, {'director': 'Herbert Ross'}, {'director': 'Martha Coolidge'}, {'director': 'Victor Sjöström'}, {'director': 'Roland Joffé'}, {'director': 'Wim Wenders'}, {'director': 'Steven Zaillian'}, {'director': 'Ulu Grosbard'}, {'director': 'Lasse Hallström'}, {'director': 'John Sturges'}, {'director': 'George Lucas'}, {'director': 'Matt Russell'}, {'director': 'Francis Ford Coppola'}, {'director': 'Ron Howard'}, {'director': 'David Dobkin'}, {'director': 'Jon Turteltaub'}, {'director': 'Lewis John Carlino'}, {'director': 'Michael Corrente'}, {'director': 'Seth Gordon'}, {'director': 'Kevin Costner'}, {'director': 'Joel Schumacher'}, {'director': 'Griffin Dunne'}, {'director': 'Barbet Schroeder'}, {'director': 'Forest Whitaker'}, {'director': 'Donald Petrie'}, {'director': 'Douglas McGrath'}, {'director': 'Bill Bennett'}, {'director': 'Mennan Yapo'}, {'director': 'Betty Thomas'}, {'director': 'Callie Khouri'}, {'director': 'Richard Attenborough'}, {'director': 'Paul Haggis'}, {'director': 'David Cronenberg'}, {'director': 'Alfonso Cuarón'}, {'director': 'Peter Bogdanovich'}, {'director': 'Jon Turteltaub'}, {'director': 'Joel Schumacher'}, {'director': 'Phil Traill'}, {'director': 'Irwin Winkler'}, {'director': 'Jan de Bont'}, {'director': 'John Lee Hancock'}, {'director': 'Anne Fletcher'}, {'director': 'Paul Feig'}, {'director': 'Bronwen Hughes'}, {'director': 'Alejandro Agresti'}, {'director': 'Marc Lawrence'}]",matched,
